date,ticker,close_price
2024-05-31,ALPH,198.21
2024-06-03,ALPH,200.35
2024-06-04,ALPH,199.41
2024-06-05,ALPH,197.16
2024-06-06,ALPH,195.57
2024-06-07,ALPH,197.11
2024-06-10,ALPH,197.23
2024-06-11,ALPH,200.56
2024-06-12,ALPH,195.87
2024-06-13,ALPH,192.84
2024-06-14,ALPH,196.11
2024-06-17,ALPH,192.96
2024-06-18,ALPH,198.71
2024-06-19,ALPH,204.72
2024-06-20,ALPH,210.86
2024-06-21,ALPH,207.13
2024-06-24,ALPH,207.62
2024-06-25,ALPH,205.63
2024-06-26,ALPH,209.77
2024-06-27,ALPH,217.44
2024-06-28,ALPH,221.59
2024-07-01,ALPH,221.8
2024-07-02,ALPH,220.27
2024-07-03,ALPH,223.44
2024-07-04,ALPH,217.88
2024-07-05,ALPH,220.5
2024-07-08,ALPH,216.44
2024-07-09,ALPH,219.42
2024-07-10,ALPH,218.85
2024-07-11,ALPH,217.23
2024-07-12,ALPH,213.36
2024-07-15,ALPH,211.93
2024-07-16,ALPH,214.56
2024-07-17,ALPH,219.43
2024-07-18,ALPH,222.02
2024-07-19,ALPH,228.54
2024-07-22,ALPH,240.89
2024-07-23,ALPH,239.43
2024-07-24,ALPH,238.58
2024-07-25,ALPH,231.56
2024-07-26,ALPH,237.52
2024-07-29,ALPH,244.18
2024-07-30,ALPH,239.92
2024-07-31,ALPH,243.21
2024-08-01,ALPH,249.61
2024-08-02,ALPH,250.99
2024-08-05,ALPH,255.64
2024-08-06,ALPH,256.77
2024-08-07,ALPH,250.42
2024-08-08,ALPH,256.12
2024-08-09,ALPH,263.44
2024-08-12,ALPH,267.7
2024-08-13,ALPH,262.54
2024-08-14,ALPH,258.61
2024-08-15,ALPH,252.67
2024-08-16,ALPH,256.95
2024-08-19,ALPH,263.98
2024-08-20,ALPH,266.53
2024-08-21,ALPH,272.0
2024-08-22,ALPH,267.25
2024-08-23,ALPH,268.28
2024-08-26,ALPH,260.77
2024-08-27,ALPH,256.75
2024-08-28,ALPH,261.68
2024-08-29,ALPH,260.56
2024-08-30,ALPH,267.37
2024-09-02,ALPH,270.6
2024-09-03,ALPH,286.33
2024-09-04,ALPH,287.11
2024-09-05,ALPH,278.86
2024-09-06,ALPH,278.87
2024-09-09,ALPH,273.45
2024-09-10,ALPH,279.26
2024-09-11,ALPH,279.72
2024-09-12,ALPH,279.13
2024-09-13,ALPH,278.62
2024-09-16,ALPH,283.16
2024-09-17,ALPH,280.69
2024-09-18,ALPH,285.48
2024-09-19,ALPH,291.96
2024-09-20,ALPH,290.09
2024-09-23,ALPH,284.67
2024-09-24,ALPH,281.83
2024-09-25,ALPH,286.24
2024-09-26,ALPH,287.02
2024-09-27,ALPH,291.03
2024-09-30,ALPH,302.02
2024-10-01,ALPH,303.71
2024-10-02,ALPH,298.79
2024-10-03,ALPH,305.65
2024-10-04,ALPH,306.21
2024-10-07,ALPH,312.05
2024-10-08,ALPH,319.27
2024-10-09,ALPH,313.09
2024-10-10,ALPH,322.41
2024-10-11,ALPH,328.78
2024-10-14,ALPH,324.86
2024-10-15,ALPH,327.19
2024-10-16,ALPH,329.2
2024-10-17,ALPH,329.62
2024-10-18,ALPH,335.9
2024-10-21,ALPH,346.29
2024-10-22,ALPH,346.61
2024-10-23,ALPH,356.55
2024-10-24,ALPH,364.21
2024-10-25,ALPH,366.27
2024-10-28,ALPH,367.9
2024-10-29,ALPH,359.29
2024-10-30,ALPH,348.25
2024-10-31,ALPH,349.72
2024-11-01,ALPH,343.71
2024-11-04,ALPH,343.69
2024-11-05,ALPH,340.09
2024-11-06,ALPH,327.59
2024-11-07,ALPH,330.3
2024-11-08,ALPH,327.68
2024-11-11,ALPH,328.48
2024-11-12,ALPH,322.58
2024-11-13,ALPH,320.56
2024-11-14,ALPH,331.3
2024-11-15,ALPH,332.45
2024-11-18,ALPH,336.53
2024-11-19,ALPH,327.82
2024-11-20,ALPH,344.5
2024-11-21,ALPH,358.09
2024-11-22,ALPH,368.61
2024-11-25,ALPH,375.3
2024-11-26,ALPH,375.7
2024-11-27,ALPH,379.48
2024-11-28,ALPH,388.11
2024-11-29,ALPH,383.29
2024-12-02,ALPH,380.01
2024-12-03,ALPH,366.99
2024-12-04,ALPH,361.33
2024-12-05,ALPH,374.2
2024-12-06,ALPH,371.86
2024-12-09,ALPH,369.67
2024-12-10,ALPH,372.41
2024-12-11,ALPH,360.1
2024-12-12,ALPH,367.52
2024-12-13,ALPH,377.57
2024-12-16,ALPH,380.84
2024-12-17,ALPH,394.33
2024-12-18,ALPH,383.66
2024-12-19,ALPH,398.79
2024-12-20,ALPH,392.98
2024-12-23,ALPH,382.73
2024-12-24,ALPH,381.12
2024-12-25,ALPH,396.38
2024-12-26,ALPH,396.52
2024-12-27,ALPH,389.06
2024-12-30,ALPH,378.79
2024-12-31,ALPH,378.25
2025-01-01,ALPH,362.7
2025-01-02,ALPH,353.09
2025-01-03,ALPH,364.79
2025-01-06,ALPH,375.2
2025-01-07,ALPH,374.47
2025-01-08,ALPH,371.1
2025-01-09,ALPH,371.84
2025-01-10,ALPH,390.44
2025-01-13,ALPH,394.06
2025-01-14,ALPH,401.88
2025-01-15,ALPH,400.48
2025-01-16,ALPH,401.3
2025-01-17,ALPH,407.06
2025-01-20,ALPH,408.44
2025-01-21,ALPH,392.5
2025-01-22,ALPH,403.34
2025-01-23,ALPH,398.45
2025-01-24,ALPH,416.4
2025-01-27,ALPH,422.72
2025-01-28,ALPH,423.67
2025-01-29,ALPH,427.9
2025-01-30,ALPH,427.26
2025-01-31,ALPH,423.22
2025-02-03,ALPH,425.39
2025-02-04,ALPH,433.61
2025-02-05,ALPH,429.72
2025-02-06,ALPH,424.44
2025-02-07,ALPH,421.6
2025-02-10,ALPH,430.34
2025-02-11,ALPH,443.78
2025-02-12,ALPH,447.5
2025-02-13,ALPH,453.3
2025-02-14,ALPH,447.65
2025-02-17,ALPH,456.23
2025-02-18,ALPH,461.86
2025-02-19,ALPH,455.33
2025-02-20,ALPH,438.6
2025-02-21,ALPH,427.71
2025-02-24,ALPH,422.03
2025-02-25,ALPH,432.64
2025-02-26,ALPH,447.07
2025-02-27,ALPH,443.29
2025-02-28,ALPH,439.83
2025-03-03,ALPH,442.58
2025-03-04,ALPH,443.04
2025-03-05,ALPH,452.03
2025-03-06,ALPH,447.41
2025-03-07,ALPH,456.66
2025-03-10,ALPH,454.72
2025-03-11,ALPH,463.22
2025-03-12,ALPH,460.94
2025-03-13,ALPH,455.36
2025-03-14,ALPH,473.98
2025-03-17,ALPH,484.94
2025-03-18,ALPH,467.07
2025-03-19,ALPH,463.05
2025-03-20,ALPH,475.11
2025-03-21,ALPH,463.55
2025-03-24,ALPH,471.4
2025-03-25,ALPH,478.36
2025-03-26,ALPH,471.71
2025-03-27,ALPH,471.98
2025-03-28,ALPH,451.65
2025-03-31,ALPH,468.77
2025-04-01,ALPH,466.09
2025-04-02,ALPH,474.3
2025-04-03,ALPH,480.78
2025-04-04,ALPH,494.84
2025-04-07,ALPH,490.72
2025-04-08,ALPH,493.19
2025-04-09,ALPH,499.36
2025-04-10,ALPH,508.88
2025-04-11,ALPH,521.59
2025-04-14,ALPH,516.77
2025-04-15,ALPH,509.96
2025-04-16,ALPH,524.91
2025-04-17,ALPH,502.87
2025-04-18,ALPH,519.82
2025-04-21,ALPH,516.92
2025-04-22,ALPH,517.27
2025-04-23,ALPH,510.26
2025-04-24,ALPH,510.14
2025-04-25,ALPH,524.13
2025-04-28,ALPH,533.01
2025-04-29,ALPH,538.93
2025-04-30,ALPH,540.34
2025-05-01,ALPH,524.37
2025-05-02,ALPH,515.48
2025-05-05,ALPH,512.17
2025-05-06,ALPH,517.48
2025-05-07,ALPH,518.63
2025-05-08,ALPH,529.73
2025-05-09,ALPH,535.4
2025-05-12,ALPH,536.42
2025-05-13,ALPH,562.44
2025-05-14,ALPH,567.66
2025-05-15,ALPH,562.95
2025-05-16,ALPH,585.35
2025-05-19,ALPH,600.54
2025-05-20,ALPH,623.88
2025-05-21,ALPH,622.91
2025-05-22,ALPH,636.14
2025-05-23,ALPH,617.24
2025-05-26,ALPH,627.87
2025-05-27,ALPH,626.27
2025-05-28,ALPH,608.94
2025-05-29,ALPH,622.6
2025-05-30,ALPH,599.44
2025-06-02,ALPH,575.84
2025-06-03,ALPH,580.66
2025-06-04,ALPH,588.06
2025-06-05,ALPH,600.49
2025-06-06,ALPH,610.3
2025-06-09,ALPH,629.67
2025-06-10,ALPH,639.4
2025-06-11,ALPH,638.12
2025-06-12,ALPH,637.62
2025-06-13,ALPH,634.33
2025-06-16,ALPH,638.75
2025-06-17,ALPH,624.53
2025-06-18,ALPH,629.48
2025-06-19,ALPH,628.82
2025-06-20,ALPH,632.94
2025-06-23,ALPH,637.12
2025-06-24,ALPH,604.83
2025-06-25,ALPH,593.86
2025-06-26,ALPH,592.96
2025-06-27,ALPH,592.72
2025-06-30,ALPH,596.4
2025-07-01,ALPH,600.64
2025-07-02,ALPH,620.21
2025-07-03,ALPH,624.75
2025-07-04,ALPH,621.12
2025-07-07,ALPH,600.76
2025-07-08,ALPH,583.97
2025-07-09,ALPH,590.98
2025-07-10,ALPH,604.58
2025-07-11,ALPH,624.59
2025-07-14,ALPH,614.22
2025-07-15,ALPH,610.78
2025-07-16,ALPH,614.35
2025-07-17,ALPH,641.21
2025-07-18,ALPH,643.25
2025-07-21,ALPH,664.67
2025-07-22,ALPH,667.55
2025-07-23,ALPH,684.21
2025-07-24,ALPH,699.47
2025-07-25,ALPH,702.45
2025-07-28,ALPH,687.95
2025-07-29,ALPH,684.59
2025-07-30,ALPH,706.5
2025-07-31,ALPH,720.05
2025-08-01,ALPH,714.05
2025-08-04,ALPH,709.47
2025-08-05,ALPH,684.25
2025-08-06,ALPH,705.51
2025-08-07,ALPH,719.16
2025-08-08,ALPH,717.65
2025-08-11,ALPH,721.21
2025-08-12,ALPH,688.91
2025-08-13,ALPH,682.41
2025-08-14,ALPH,702.03
2025-08-15,ALPH,717.03
2025-08-18,ALPH,722.55
2025-08-19,ALPH,722.88
2025-08-20,ALPH,735.51
2025-08-21,ALPH,731.74
2025-08-22,ALPH,706.74
2025-08-25,ALPH,707.19
2025-08-26,ALPH,713.71
2025-08-27,ALPH,731.07
2025-08-28,ALPH,709.52
2025-08-29,ALPH,708.24
2025-09-01,ALPH,707.66
2025-09-02,ALPH,691.85
2025-09-03,ALPH,699.46
2025-09-04,ALPH,710.96
2025-09-05,ALPH,707.17
2025-09-08,ALPH,738.2
2025-09-09,ALPH,733.82
2025-09-10,ALPH,727.51
2025-09-11,ALPH,720.8
2025-09-12,ALPH,709.02
2025-09-15,ALPH,701.25
2025-09-16,ALPH,680.69
2025-09-17,ALPH,678.47
2025-09-18,ALPH,679.81
2025-09-19,ALPH,647.77
2025-09-22,ALPH,646.88
2025-09-23,ALPH,647.95
2025-09-24,ALPH,655.44
2025-09-25,ALPH,672.51
2025-09-26,ALPH,685.04
2025-09-29,ALPH,676.64
2025-09-30,ALPH,666.71
2025-10-01,ALPH,675.32
2025-10-02,ALPH,668.09
2025-10-03,ALPH,651.39
2025-10-06,ALPH,684.33
2025-10-07,ALPH,680.39
2025-10-08,ALPH,671.97
2025-10-09,ALPH,641.58
2025-10-10,ALPH,653.53
2025-10-13,ALPH,640.49
2025-10-14,ALPH,641.36
2025-10-15,ALPH,654.88
2025-10-16,ALPH,642.03
2025-10-17,ALPH,643.59
2025-10-20,ALPH,664.66
2025-10-21,ALPH,630.91
2025-10-22,ALPH,620.66
2025-10-23,ALPH,609.36
2025-10-24,ALPH,607.44
2025-10-27,ALPH,607.29
2025-10-28,ALPH,594.24
2025-10-29,ALPH,586.53
2025-10-30,ALPH,577.47
2025-10-31,ALPH,573.66
2025-11-03,ALPH,576.72
2025-11-04,ALPH,588.18
2025-11-05,ALPH,601.66
2025-11-06,ALPH,610.37
2025-11-07,ALPH,599.64
2025-11-10,ALPH,600.06
2025-11-11,ALPH,630.41
2025-11-12,ALPH,644.31
2025-11-13,ALPH,638.85
2025-11-14,ALPH,660.54
2025-11-17,ALPH,655.67
2025-11-18,ALPH,646.98
2025-11-19,ALPH,666.42
2025-11-20,ALPH,648.62
2025-11-21,ALPH,623.07
2025-11-24,ALPH,635.85
2025-11-25,ALPH,636.71
2025-11-26,ALPH,638.9
2025-11-27,ALPH,634.54
2025-11-28,ALPH,631.85
2025-12-01,ALPH,626.26
2025-12-02,ALPH,618.52
2025-12-03,ALPH,614.04
2025-12-04,ALPH,609.18
2025-12-05,ALPH,599.06
2025-12-08,ALPH,592.66
2025-12-09,ALPH,562.0
2025-12-10,ALPH,570.5
2025-12-11,ALPH,575.61
2025-12-12,ALPH,575.02
2025-12-15,ALPH,578.33
2025-12-16,ALPH,582.09
2025-12-17,ALPH,573.69
2025-12-18,ALPH,567.72
2025-12-19,ALPH,574.45
2025-12-22,ALPH,577.39
2025-12-23,ALPH,602.58
2025-12-24,ALPH,623.52
2025-12-25,ALPH,636.2
2025-12-26,ALPH,626.52
2025-12-29,ALPH,619.58
2025-12-30,ALPH,607.03
2025-12-31,ALPH,611.06
2024-01-01,NOVA,150.76
2024-01-02,NOVA,152.63
2024-01-03,NOVA,147.8
2024-01-04,NOVA,147.64
2024-01-05,NOVA,144.24
2024-01-08,NOVA,142.46
2024-01-09,NOVA,142.62
2024-01-10,NOVA,140.29
2024-01-11,NOVA,139.29
2024-01-12,NOVA,142.0
2024-01-15,NOVA,140.45
2024-01-16,NOVA,142.73
2024-01-17,NOVA,139.66
2024-01-18,NOVA,141.11
2024-01-19,NOVA,145.03
2024-01-22,NOVA,138.19
2024-01-23,NOVA,136.1
2024-01-24,NOVA,137.63
2024-01-25,NOVA,137.12
2024-01-26,NOVA,138.12
2024-01-29,NOVA,136.55
2024-01-30,NOVA,136.8
2024-01-31,NOVA,136.42
2024-02-01,NOVA,139.49
2024-02-02,NOVA,140.2
2024-02-05,NOVA,141.13
2024-02-06,NOVA,140.04
2024-02-07,NOVA,138.76
2024-02-08,NOVA,137.63
2024-02-09,NOVA,138.7
2024-02-12,NOVA,137.6
2024-02-13,NOVA,138.39
2024-02-14,NOVA,143.92
2024-02-15,NOVA,146.35
2024-02-16,NOVA,145.46
2024-02-19,NOVA,148.84
2024-02-20,NOVA,147.7
2024-02-21,NOVA,141.96
2024-02-22,NOVA,139.24
2024-02-23,NOVA,134.28
2024-02-26,NOVA,133.4
2024-02-27,NOVA,133.47
2024-02-28,NOVA,137.78
2024-02-29,NOVA,138.67
2024-03-01,NOVA,138.11
2024-03-04,NOVA,140.33
2024-03-05,NOVA,134.41
2024-03-06,NOVA,135.04
2024-03-07,NOVA,137.06
2024-03-08,NOVA,133.2
2024-03-11,NOVA,136.14
2024-03-12,NOVA,137.05
2024-03-13,NOVA,135.98
2024-03-14,NOVA,137.66
2024-03-15,NOVA,143.67
2024-03-18,NOVA,144.2
2024-03-19,NOVA,144.91
2024-03-20,NOVA,143.66
2024-03-21,NOVA,141.35
2024-03-22,NOVA,143.62
2024-03-25,NOVA,141.29
2024-03-26,NOVA,141.51
2024-03-27,NOVA,140.24
2024-03-28,NOVA,141.55
2024-03-29,NOVA,142.48
2024-04-01,NOVA,145.34
2024-04-02,NOVA,143.95
2024-04-03,NOVA,143.23
2024-04-04,NOVA,140.57
2024-04-05,NOVA,139.4
2024-04-08,NOVA,140.43
2024-04-09,NOVA,142.49
2024-04-10,NOVA,140.0
2024-04-11,NOVA,142.36
2024-04-12,NOVA,146.08
2024-04-15,NOVA,147.27
2024-04-16,NOVA,152.59
2024-04-17,NOVA,150.35
2024-04-18,NOVA,146.8
2024-04-19,NOVA,141.82
2024-04-22,NOVA,145.91
2024-04-23,NOVA,147.77
2024-04-24,NOVA,147.63
2024-04-25,NOVA,148.45
2024-04-26,NOVA,145.28
2024-04-29,NOVA,152.11
2024-04-30,NOVA,152.52
2024-05-01,NOVA,152.86
2024-05-02,NOVA,155.02
2024-05-03,NOVA,156.47
2024-05-06,NOVA,157.17
2024-05-07,NOVA,154.82
2024-05-08,NOVA,156.25
2024-05-09,NOVA,161.91
2024-05-10,NOVA,166.11
2024-05-13,NOVA,171.21
2024-05-14,NOVA,169.57
2024-05-15,NOVA,166.38
2024-05-16,NOVA,166.01
2024-05-17,NOVA,166.22
2024-05-20,NOVA,169.73
2024-05-21,NOVA,164.26
2024-05-22,NOVA,169.1
2024-05-23,NOVA,168.62
2024-05-24,NOVA,167.27
2024-05-27,NOVA,164.06
2024-05-28,NOVA,158.89
2024-05-29,NOVA,161.42
2024-05-30,NOVA,161.68
2024-05-31,NOVA,157.71
2024-06-03,NOVA,153.83
2024-06-04,NOVA,152.86
2024-06-05,NOVA,157.78
2024-06-06,NOVA,157.02
2024-06-07,NOVA,152.53
2024-06-10,NOVA,151.84
2024-06-11,NOVA,151.07
2024-06-12,NOVA,143.29
2024-06-13,NOVA,143.17
2024-06-14,NOVA,142.56
2024-06-17,NOVA,144.49
2024-06-18,NOVA,149.64
2024-06-19,NOVA,152.89
2024-06-20,NOVA,152.13
2024-06-21,NOVA,148.93
2024-06-24,NOVA,156.3
2024-06-25,NOVA,156.51
2024-06-26,NOVA,156.58
2024-06-27,NOVA,156.54
2024-06-28,NOVA,157.16
2024-07-01,NOVA,156.75
2024-07-02,NOVA,155.06
2024-07-03,NOVA,153.46
2024-07-04,NOVA,153.39
2024-07-05,NOVA,151.82
2024-07-08,NOVA,149.78
2024-07-09,NOVA,150.11
2024-07-10,NOVA,149.4
2024-07-11,NOVA,153.74
2024-07-12,NOVA,145.95
2024-07-15,NOVA,149.03
2024-07-16,NOVA,152.62
2024-07-17,NOVA,146.58
2024-07-18,NOVA,145.65
2024-07-19,NOVA,144.64
2024-07-22,NOVA,140.76
2024-07-23,NOVA,138.69
2024-07-24,NOVA,135.76
2024-07-25,NOVA,140.35
2024-07-26,NOVA,142.89
2024-07-29,NOVA,146.39
2024-07-30,NOVA,148.45
2024-07-31,NOVA,145.26
2024-08-01,NOVA,143.83
2024-08-02,NOVA,145.2
2024-08-05,NOVA,141.83
2024-08-06,NOVA,143.79
2024-08-07,NOVA,143.15
2024-08-08,NOVA,142.15
2024-08-09,NOVA,144.11
2024-08-12,NOVA,145.37
2024-08-13,NOVA,144.39
2024-08-14,NOVA,147.62
2024-08-15,NOVA,144.59
2024-08-16,NOVA,146.32
2024-08-19,NOVA,148.01
2024-08-20,NOVA,147.16
2024-08-21,NOVA,148.11
2024-08-22,NOVA,144.58
2024-08-23,NOVA,147.17
2024-08-26,NOVA,146.67
2024-08-27,NOVA,145.23
2024-08-28,NOVA,148.18
2024-08-29,NOVA,146.2
2024-08-30,NOVA,142.29
2024-09-02,NOVA,138.07
2024-09-03,NOVA,139.7
2024-09-04,NOVA,136.29
2024-09-05,NOVA,140.9
2024-09-06,NOVA,135.31
2024-09-09,NOVA,139.73
2024-09-10,NOVA,140.32
2024-09-11,NOVA,140.08
2024-09-12,NOVA,138.65
2024-09-13,NOVA,139.73
2024-09-16,NOVA,139.66
2024-09-17,NOVA,142.63
2024-09-18,NOVA,142.97
2024-09-19,NOVA,143.41
2024-09-20,NOVA,142.43
2024-09-23,NOVA,142.31
2024-09-24,NOVA,143.17
2024-09-25,NOVA,138.5
2024-09-26,NOVA,134.95
2024-09-27,NOVA,136.9
2024-09-30,NOVA,137.37
2024-10-01,NOVA,136.91
2024-10-02,NOVA,136.98
2024-10-03,NOVA,137.92
2024-10-04,NOVA,136.52
2024-10-07,NOVA,134.51
2024-10-08,NOVA,135.04
2024-10-09,NOVA,132.53
2024-10-10,NOVA,133.59
2024-10-11,NOVA,129.26
2024-10-14,NOVA,131.83
2024-10-15,NOVA,133.05
2024-10-16,NOVA,133.72
2024-10-17,NOVA,136.27
2024-10-18,NOVA,140.64
2024-10-21,NOVA,143.4
2024-10-22,NOVA,138.37
2024-10-23,NOVA,135.0
2024-10-24,NOVA,133.41
2024-10-25,NOVA,133.5
2024-10-28,NOVA,134.85
2024-10-29,NOVA,132.99
2024-10-30,NOVA,133.49
2024-10-31,NOVA,131.59
2024-11-01,NOVA,130.07
2024-11-04,NOVA,126.59
2024-11-05,NOVA,124.37
2024-11-06,NOVA,121.17
2024-11-07,NOVA,118.93
2024-11-08,NOVA,121.35
2024-11-11,NOVA,119.17
2024-11-12,NOVA,125.2
2024-11-13,NOVA,126.4
2024-11-14,NOVA,126.87
2024-11-15,NOVA,124.81
2024-11-18,NOVA,126.51
2024-11-19,NOVA,125.13
2024-11-20,NOVA,125.45
2024-11-21,NOVA,131.63
2024-11-22,NOVA,131.41
2024-11-25,NOVA,134.32
2024-11-26,NOVA,132.54
2024-11-27,NOVA,132.47
2024-11-28,NOVA,136.99
2024-11-29,NOVA,135.37
2024-12-02,NOVA,140.1
2024-12-03,NOVA,142.02
2024-12-04,NOVA,140.52
2024-12-05,NOVA,142.24
2024-12-06,NOVA,144.92
2024-12-09,NOVA,146.67
2024-12-10,NOVA,142.29
2024-12-11,NOVA,140.33
2024-12-12,NOVA,139.69
2024-12-13,NOVA,139.52
2024-12-16,NOVA,141.2
2024-12-17,NOVA,141.71
2024-12-18,NOVA,138.11
2024-12-19,NOVA,139.14
2024-12-20,NOVA,140.79
2024-12-23,NOVA,142.33
2024-12-24,NOVA,145.3
2024-12-25,NOVA,147.65
2024-12-26,NOVA,148.97
2024-12-27,NOVA,148.8
2024-12-30,NOVA,144.09
2024-12-31,NOVA,145.3
2025-01-01,NOVA,145.91
2025-01-02,NOVA,146.69
2025-01-03,NOVA,143.13
2025-01-06,NOVA,140.19
2025-01-07,NOVA,143.05
2025-01-08,NOVA,142.96
2025-01-09,NOVA,144.86
2025-01-10,NOVA,144.96
2025-01-13,NOVA,145.07
2025-01-14,NOVA,147.7
2025-01-15,NOVA,146.27
2025-01-16,NOVA,146.57
2025-01-17,NOVA,145.29
2025-01-20,NOVA,144.11
2025-01-21,NOVA,143.28
2025-01-22,NOVA,143.92
2025-01-23,NOVA,142.62
2025-01-24,NOVA,146.08
2025-01-27,NOVA,143.6
2025-01-28,NOVA,143.12
2025-01-29,NOVA,141.94
2025-01-30,NOVA,145.9
2025-01-31,NOVA,146.47
2025-02-03,NOVA,149.39
2025-02-04,NOVA,145.17
2025-02-05,NOVA,145.94
2025-02-06,NOVA,148.45
2025-02-07,NOVA,148.71
2025-02-10,NOVA,151.77
2025-02-11,NOVA,150.3
2025-02-12,NOVA,154.38
2025-02-13,NOVA,161.21
2025-02-14,NOVA,160.12
2025-02-17,NOVA,158.78
2025-02-18,NOVA,163.23
2025-02-19,NOVA,168.2
2025-02-20,NOVA,166.55
2025-02-21,NOVA,165.24
2025-02-24,NOVA,164.37
2025-02-25,NOVA,160.17
2025-02-26,NOVA,157.38
2025-02-27,NOVA,154.38
2025-02-28,NOVA,152.14
2025-03-03,NOVA,152.06
2025-03-04,NOVA,152.77
2025-03-05,NOVA,157.34
2025-03-06,NOVA,154.36
2025-03-07,NOVA,157.3
2025-03-10,NOVA,156.68
2025-03-11,NOVA,156.56
2025-03-12,NOVA,158.61
2025-03-13,NOVA,155.23
2025-03-14,NOVA,156.39
2025-03-17,NOVA,156.92
2025-03-18,NOVA,158.43
2025-03-19,NOVA,159.34
2025-03-20,NOVA,166.86
2025-03-21,NOVA,164.85
2025-03-24,NOVA,163.2
2025-03-25,NOVA,161.29
2025-03-26,NOVA,159.6
2025-03-27,NOVA,157.68
2025-03-28,NOVA,161.3
2025-03-31,NOVA,165.72
2025-04-01,NOVA,163.93
2025-04-02,NOVA,161.35
2025-04-03,NOVA,162.84
2025-04-04,NOVA,161.14
2025-04-07,NOVA,163.13
2025-04-08,NOVA,163.79
2025-04-09,NOVA,159.06
2025-04-10,NOVA,163.81
2025-04-11,NOVA,169.47
2025-04-14,NOVA,167.51
2025-04-15,NOVA,166.3
2025-04-16,NOVA,167.24
2025-04-17,NOVA,168.34
2025-04-18,NOVA,170.5
2025-04-21,NOVA,177.09
2025-04-22,NOVA,176.53
2025-04-23,NOVA,173.86
2025-04-24,NOVA,169.29
2025-04-25,NOVA,166.95
2025-04-28,NOVA,166.88
2025-04-29,NOVA,172.65
2025-04-30,NOVA,170.97
2025-05-01,NOVA,171.73
2025-05-02,NOVA,171.71
